"","ID","Pergunta 19","Q19_Aumento significativo no meu cargo e/ou salário","Q19_Mudança de companheiro(a)/outra pessoa significativa","Q19_Escolha de programa de pós-graduação","Q19_Ênfase reduzida na pesquisa","Q19_Maior ênfase na pesquisa","Q19_Maior prestígio do trabalho","Q19_Maior segurança no trabalho","Q19_Melhor qualidade de vida","Q19_Única oferta de emprego que tive","Q19_Demitida (o/e) do último emprego","Q19_Começou o contrato como professor(a) temporária/professora efetiva","Q19_Acabou o contrato como professor(a) temporária","Q19_Morar mais perto de parentes e amigos","Q19_Aposentada (o/e)","Q19_Prefiro não responder","Q19_Não se aplica","Pergunta 20","Q20_Companheiro(a)/outra pessoa significativa mudou-se comigo,com efeitos negativos mínimos sobre relação","Q20_Companheiro(a)/outra pessoa significativa se mudou comigo,mas com efeitos negativos significativos no relacionamento","Q20_Companheiro(a)/outra pessoa não se mudou,mas o relacionamento permaneceu intacto","Q20_Companheiro(a)/outra pessoa significativa não se mudou comigo e o relacionamento sofreu efeitos adversos","Q20_Companheiro(a)/outra pessoa significativa se mudou comigo,mas com problemas significativos na carreira do cônjuge/outra pessoa significativa","Q20_Filhos mudaram,com nenhum ou mínimos efeitos negativos","Q20_Filhos se mudaram,mas sofreram efeitos adversos significativos","Q20_Filhos não se mudaram","Q20_Prefiro não responder","Q20_Não se aplica","Pergunta 21","Q21_Sozinho(a)","Q21_Com minha/meu companheira/o","Q21_Com minha(s)/meu(s) filha(s)/filho(s)","Q21_Com minha família de origem/parentes (mãe,pai,irmã/o,tia/o,prima/o,etc)","Q21_Com amiga/o(s) ou colega/o(s)","Q21_Em república/pensionato/etc.","Q21_Prefiro não responder","Pergunta 22","Q22_São feitas por mim","Q22_São feitas pelo cônjuge/outra pessoa significativa","Q22_São feitas por crianças","Q22_São feitas por outros residentes","Q22_São feitas por uma ajuda paga","Q22_São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Q22_Prefiro não responder","Pergunta 24","Q24_TCC na área de ecologia","Q24_Mestrado na área de ecologia (concluído ou em andamento)","Q24_Mestrado em área correlata,com dissertação voltada a área de ecologia (concluído ou em andamento)","Q24_Doutorado na área de ecologia (concluído ou em andamento)","Q24_Doutorado em área correlata,com tese voltada a área de ecologia (concluído ou em andamento)","Q24_Especialização em ecologia (concluído ou em andamento)","Q24_Nenhuma das anteriores,mas faço pesquisa na área de ecologia","Q24_Nenhuma das anteriores,mas possuo emprego não acadêmico na área de ecologia","Q24_Prefiro não responder","Pergunta 35","Q35_Homens são facilmente contratados e/ou promovidos","Q35_Homens não são facilmente contratados e/ou promovidos","Q35_Mulheres são facilmente contratadas e/ou promovidas","Q35_Mulheres não são facilmente contratadas e/ou promovidas","Q35_Não há distinção entre contratação e promoção de homens e mulheres","Q35_Prefiro não responder","Q35_Não se aplica","Pergunta 44","Q44_Quantidade de trabalho, sendo necessária assistência","Q44_Preocupações com a segurança pessoal","Q44_Companhia","Q44_Alternativa para proporcionar experiência educacional","Q44_Prefiro não responder","Q44_Não se aplica","Pergunta 63","Q63_Trouxe ou contratei alguém para cuidar da(s) criança(s) no campo","Q63_Contratei alguém para cuidar da(s) criança(s) em casa ou em outro lugar que não seja o campo","Q63_Enviei a(s) criança(s) para um(a) amigo(a) ou alguém da minha família cuidar.","Q63_Companheiro(a) ou cônjuge cuida da(s) criança(s) no campo","Q63_Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Q63_Não se aplica","Q63_Prefiro não responder","Q63_Não tenho filhos"
"25","R25","Escolha de programa de pós-graduação,Morar mais perto de parentes e amigos,NA,NA,NA,NA,NA",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Companheiro(a)/outra pessoa significativa mudou-se comigo,com efeitos negativos mínimos sobre relação,NA,NA,NA,NA",1,0,0,0,0,0,0,0,0,0,"Sozinho(a),NA",1,0,0,0,0,0,0,"São feitas por mim,NA,NA,NA",1,0,0,0,0,0,0,"TCC na área de ecologia,Mestrado na área de ecologia,NA,NA",1,0,0,0,0,0,0,0,0,"Homens são facilmente contratados e/ou promovidos,NA,NA,NA,NA",1,0,0,0,0,0,0,"Preocupações com a segurança pessoal,Alternativa para proporcionar experiência educacional,NA,NA,NA",0,1,0,1,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"26","R26","Escolha de programa de pós-graduação,Maior ênfase na pesquisa,NA,NA,NA,NA,NA",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Companheiro(a)/outra pessoa significativa não se mudou comigo e o relacionamento sofreu efeitos adversos,NA,NA,NA,NA",0,0,0,1,0,0,0,0,0,0,"Com minha família de origem/parentes (mãe,pai,irmã/o,tia/o,prima/o,etc),NA",0,0,0,1,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,NA,NA,NA",0,0,0,0,0,1,0,"TCC na área de ecologia,Mestrado na área de ecologia,NA,NA",1,0,0,0,0,0,0,0,0,"Mulheres são facilmente contratadas e/ou promovidas,NA,NA,NA,NA",0,0,1,0,0,0,0,"Prefiro não responder,NA,NA,NA,NA",0,0,0,0,1,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"27","R27","Aumento significativo no meu cargo e/ou salário,Escolha de programa de pós-graduação,Maior ênfase na pesquisa,Maior prestígio do trabalho,Maior segurança no trabalho,Melhor qualidade de vida,NA",1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,"Companheiro(a)/outra pessoa significativa mudou-se comigo,com efeitos negativos mínimos sobre relação,Companheiro(a)/outra pessoa significativa se mudou comigo,mas com problemas significativos na carreira do cônjuge/outra pessoa significativa,NA,NA,NA",1,0,0,0,1,0,0,0,0,0,"Com minha/meu companheira/o,NA",0,1,0,0,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,NA,NA,NA",0,0,0,0,0,1,0,"Mestrado na área de ecologia,Doutorado na área de ecologia,NA,NA",0,1,0,1,0,0,0,0,0,"Não há distinção entre contratação e promoção de homens e mulheres,NA,NA,NA,NA",0,0,0,0,1,0,0,"Quantidade de trabalho,sendo necessária assistência,Preocupações com a segurança pessoal,Companhia,Alternativa para proporcionar experiência educacional,NA",1,1,1,1,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"28","R28","Não se aplica,NA,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Companheiro(a)/outra pessoa significativa mudou-se comigo,com efeitos negativos mínimos sobre relação,NA,NA,NA,NA",1,0,0,0,0,0,0,0,0,0,"Com minha/meu companheira/o,Com minha(s)/meu(s) filha(s)/filho(s)",0,1,1,0,0,0,0,"São feitas por uma ajuda paga,NA,NA,NA",0,0,0,0,1,0,0,"Mestrado na área de ecologia,Doutorado na área de ecologia,NA,NA",0,1,0,1,0,0,0,0,0,"Não há distinção entre contratação e promoção de homens e mulheres,NA,NA,NA,NA",0,0,0,0,1,0,0,"Prefiro não responder,NA,NA,NA,NA",0,0,0,0,1,0,"Enviei a(s) criança(s) para um(a) amigo(a) ou alguém da minha família cuidar.,Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa,NA,NA,NA,NA",0,0,1,0,1,0,0,0
"29","R29","Mudança de companheiro(a)/outra pessoa significativa,Escolha de programa de pós-graduação,NA,NA,NA,NA,NA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Companheiro(a)/outra pessoa significativa não se mudou comigo e o relacionamento sofreu efeitos adversos,NA,NA,NA,NA",0,0,0,1,0,0,0,0,0,0,"Sozinho(a),NA",1,0,0,0,0,0,0,"São feitas por mim,NA,NA,NA",1,0,0,0,0,0,0,"Mestrado na área de ecologia,NA,NA,NA",0,1,0,0,0,0,0,0,0,"Prefiro não responder,NA,NA,NA,NA",0,0,0,0,0,1,0,"Não se aplica,NA,NA,NA,NA",0,0,0,0,0,1,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"30","R30","Escolha de programa de pós-graduação,Maior ênfase na pesquisa,Única oferta de emprego que tive,NA,NA,NA,NA",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"Companheiro(a)/outra pessoa não se mudou,mas o relacionamento permaneceu intacto,NA,NA,NA,NA",0,0,1,0,0,0,0,0,0,0,"Sozinho(a),NA",1,0,0,0,0,0,0,"São feitas por mim,NA,NA,NA",1,0,0,0,0,0,0,"Mestrado na área de ecologia,Especialização em ecologia,NA,NA",0,1,0,0,0,1,0,0,0,"Homens são facilmente contratados e/ou promovidos,Mulheres não são facilmente contratadas e/ou promovidas,NA,NA,NA",1,0,0,1,0,0,0,"Quantidade de trabalho,sendo necessária assistência,Preocupações com a segurança pessoal,Companhia,Alternativa para proporcionar experiência educacional,NA",1,1,1,1,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"31","R31","Aumento significativo no meu cargo e/ou salário,Mudança de companheiro(a)/outra pessoa significativa,Escolha de programa de pós-graduação,Maior ênfase na pesquisa,Única oferta de emprego que tive,Morar mais perto de parentes e amigos,NA",1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,"Companheiro(a)/outra pessoa significativa se mudou comigo,mas com problemas significativos na carreira do cônjuge/outra pessoa significativa,NA,NA,NA,NA",0,0,0,0,1,0,0,0,0,0,"Com minha/meu companheira/o,NA",0,1,0,0,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,NA,NA,NA",0,0,0,0,0,1,0,"Mestrado em área correlata,com dissertação voltada a área de ecologia,Doutorado em área correlata,com tese voltada a área de ecologia,NA,NA",0,0,0,0,1,0,0,0,0,"Homens são facilmente contratados e/ou promovidos,NA,NA,NA,NA",1,0,0,0,0,0,0,"Quantidade de trabalho,sendo necessária assistência,Preocupações com a segurança pessoal,Companhia,NA,NA",1,1,1,0,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"32","R32","Aumento significativo no meu cargo e/ou salário,Escolha de programa de pós-graduação,Maior ênfase na pesquisa,Melhor qualidade de vida,NA,NA,NA",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"Companheiro(a)/outra pessoa significativa mudou-se comigo,com efeitos negativos mínimos sobre relação,NA,NA,NA,NA",1,0,0,0,0,0,0,0,0,0,"Com minha/meu companheira/o,NA",0,1,0,0,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,NA,NA,NA",0,0,0,0,0,1,0,"Doutorado na área de ecologia,NA,NA,NA",0,0,0,1,0,0,0,0,0,"Homens são facilmente contratados e/ou promovidos,NA,NA,NA,NA",1,0,0,0,0,0,0,"Preocupações com a segurança pessoal,NA,NA,NA,NA",0,1,0,0,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"33","R33","Escolha de programa de pós-graduação,Maior ênfase na pesquisa,Melhor qualidade de vida,NA,NA,NA,NA",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"Companheiro(a)/outra pessoa significativa mudou-se comigo,com efeitos negativos mínimos sobre relação,NA,NA,NA,NA",1,0,0,0,0,0,0,0,0,0,"Com minha/meu companheira/o,NA",0,1,0,0,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,NA,NA,NA",0,0,0,0,0,1,0,"Mestrado na área de ecologia,NA,NA,NA",0,1,0,0,0,0,0,0,0,"Não se aplica,NA,NA,NA,NA",0,0,0,0,0,0,1,"Quantidade de trabalho,sendo necessária assistência,Preocupações com a segurança pessoal,NA,NA,NA",1,1,0,0,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"34","R34","Melhor qualidade de vida,Morar mais perto de parentes e amigos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Não se aplica,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,1,"Com amiga/o(s) ou colega/o(s),NA",0,0,0,0,1,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,NA,NA,NA",0,0,0,0,0,1,0,"Mestrado na área de ecologia,NA,NA,NA",0,1,0,0,0,0,0,0,0,"Não há distinção entre contratação e promoção de homens e mulheres,NA,NA,NA,NA",0,0,0,0,1,0,0,"Preocupações com a segurança pessoal,NA,NA,NA,NA",0,1,0,0,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"35","R35","Não se aplica,NA,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Não se aplica,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,1,"Com minha família de origem/parentes (mãe,pai,irmã/o,tia/o,prima/o,etc),NA",0,0,0,1,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,NA,NA,NA",0,0,0,0,0,1,0,"TCC na área de ecologia,Mestrado na área de ecologia,Doutorado na área de ecologia,NA",1,0,0,0,0,0,0,0,0,"Não há distinção entre contratação e promoção de homens e mulheres,NA,NA,NA,NA",0,0,0,0,1,0,0,"Quantidade de trabalho,sendo necessária assistência,Preocupações com a segurança pessoal,Companhia,Alternativa para proporcionar experiência educacional,NA",1,1,1,1,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"36","R36","Não se aplica,NA,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Companheiro(a)/outra pessoa significativa se mudou comigo,mas com efeitos negativos significativos no relacionamento,Filhos se mudaram,mas sofreram efeitos adversos significativos,NA,NA,NA",0,1,0,0,0,0,1,0,0,0,"Sozinho(a),NA",1,0,0,0,0,0,0,"São feitas por mim,NA,NA,NA",1,0,0,0,0,0,0,"Doutorado na área de ecologia,NA,NA,NA",0,0,0,1,0,0,0,0,0,"Homens são facilmente contratados e/ou promovidos,NA,NA,NA,NA",1,0,0,0,0,0,0,"Prefiro não responder,NA,NA,NA,NA",0,0,0,0,1,0,"Enviei a(s) criança(s) para um(a) amigo(a) ou alguém da minha família cuidar.,Companheiro(a) ou cônjuge cuida da(s) criança(s) no campo,Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa,NA,NA,NA",0,0,1,1,1,0,0,0
"37","R37","Não se aplica,NA,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Não se aplica,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,1,"Com minha/meu companheira/o,Com minha(s)/meu(s) filha(s)/filho(s)",0,1,1,0,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,NA,NA,NA",0,0,0,0,0,1,0,"Não se aplica,NA,NA,NA",0,0,0,0,0,0,0,0,1,"Homens são facilmente contratados e/ou promovidos,Mulheres não são facilmente contratadas e/ou promovidas,NA,NA,NA",1,0,0,1,0,0,0,"Quantidade de trabalho,sendo necessária assistência,Preocupações com a segurança pessoal,Companhia,NA,NA",1,1,1,0,0,0,"Contratei alguém para cuidar da(s) criança(s) em casa ou em outro lugar que não seja o campo,NA,NA,NA,NA,NA",0,1,0,0,0,0,0,0
"38","R38","Aumento significativo no meu cargo e/ou salário,NA,NA,NA,NA,NA,NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Companheiro(a)/outra pessoa significativa mudou-se comigo,com efeitos negativos mínimos sobre relação,NA,NA,NA,NA",1,0,0,0,0,0,0,0,0,0,"Com minha/meu companheira/o,NA",0,1,0,0,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,NA,NA,NA",0,0,0,0,0,1,0,"Doutorado na área de ecologia,NA,NA,NA",0,0,0,1,0,0,0,0,0,"Não há distinção entre contratação e promoção de homens e mulheres,NA,NA,NA,NA",0,0,0,0,1,0,0,"Quantidade de trabalho,sendo necessária assistência,Preocupações com a segurança pessoal,Companhia,NA,NA",1,1,1,0,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"39","R39","Aumento significativo no meu cargo e/ou salário,Mudança de companheiro(a)/outra pessoa significativa,Maior ênfase na pesquisa,Maior prestígio do trabalho,Maior segurança no trabalho,Melhor qualidade de vida,NA",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,"Eu me mudei pra cidade que meu companheiro ja morava,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,1,"Com minha/meu companheira/o,NA",0,1,0,0,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,São feitas por uma ajuda paga,NA,NA",0,0,0,0,1,1,0,"Mestrado na área de ecologia,Doutorado na área de ecologia,NA,NA",0,1,0,1,0,0,0,0,0,"Homens são facilmente contratados e/ou promovidos,NA,NA,NA,NA",1,0,0,0,0,0,0,"Quantidade de trabalho,sendo necessária assistência,Preocupações com a segurança pessoal,Companhia,Alternativa para proporcionar experiência educacional,NA",1,1,1,1,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"40","R40","Melhor qualidade de vida,NA,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Companheiro(a)/outra pessoa significativa não se mudou comigo e o relacionamento sofreu efeitos adversos,NA,NA,NA,NA",0,0,0,1,0,0,0,0,0,0,"Com minha/meu companheira/o,NA",0,1,0,0,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,São feitas por uma ajuda paga,NA,NA",0,0,0,0,1,1,0,"Mestrado na área de ecologia,Doutorado na área de ecologia,NA,NA",0,1,0,1,0,0,0,0,0,"Sou eu quem contrata consultores autônomos e dou preferência para contratação de mulheres,NA,NA,NA,NA",0,0,1,0,0,0,0,"Quantidade de trabalho,sendo necessária assistência,NA,NA,NA,NA",1,0,0,0,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"41","R41","Morar mais perto de parentes e amigos,NA,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Companheiro(a)/outra pessoa não se mudou,mas o relacionamento permaneceu intacto,NA,NA,NA,NA",0,0,1,0,0,0,0,0,0,0,"Com minha/meu companheira/o,NA",0,1,0,0,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,São feitas por uma ajuda paga,NA,NA",0,0,0,0,1,1,0,"Mestrado na área de ecologia,Doutorado na área de ecologia,NA,NA",0,1,0,1,0,0,0,0,0,"Homens são facilmente contratados e/ou promovidos,NA,NA,NA,NA",1,0,0,0,0,0,0,"Quantidade de trabalho,sendo necessária assistência,Preocupações com a segurança pessoal,Companhia,Alternativa para proporcionar experiência educacional,NA",1,1,1,1,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"42","R42","Aumento significativo no meu cargo e/ou salário,Escolha de programa de pós-graduação,Única oferta de emprego que tive,NA,NA,NA,NA",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Companheiro(a)/outra pessoa significativa se mudou comigo,mas com efeitos negativos significativos no relacionamento,NA,NA,NA,NA",0,1,0,0,0,0,0,0,0,0,"Sozinho(a),NA",1,0,0,0,0,0,0,"São feitas por mim,NA,NA,NA",1,0,0,0,0,0,0,"Doutorado na área de ecologia,NA,NA,NA",0,0,0,1,0,0,0,0,0,"Não há distinção entre contratação e promoção de homens e mulheres,NA,NA,NA,NA",0,0,0,0,1,0,0,"Quantidade de trabalho,sendo necessária assistência,Preocupações com a segurança pessoal,Companhia,Alternativa para proporcionar experiência educacional,NA",1,1,1,1,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"43","R43","Escolha de programa de pós-graduação,Melhor qualidade de vida,melhor pagamento para doutorado,NA,NA,NA,NA",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Companheiro(a)/outra pessoa não se mudou,mas o relacionamento permaneceu intacto,NA,NA,NA,NA",0,0,1,0,0,0,0,0,0,0,"Com amiga/o(s) ou colega/o(s),NA",0,0,0,0,1,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,NA,NA,NA",0,0,0,0,0,1,0,"TCC na área de ecologia,NA,NA,NA",1,0,0,0,0,0,0,0,0,"Homens são facilmente contratados e/ou promovidos,Mulheres não são facilmente contratadas e/ou promovidas,NA,NA,NA",1,0,0,1,0,0,0,"Quantidade de trabalho,sendo necessária assistência,Companhia,NA,NA,NA",1,0,1,0,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"44","R44","Não se aplica,NA,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Não se aplica,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,1,"Sozinho(a),NA",1,0,0,0,0,0,0,"São feitas por mim,NA,NA,NA",1,0,0,0,0,0,0,"Especialização em ecologia,NA,NA,NA",0,0,0,0,0,1,0,0,0,"Homens são facilmente contratados e/ou promovidos,Mulheres não são facilmente contratadas e/ou promovidas,NA,NA,NA",1,0,0,1,0,0,0,"Prefiro não responder,NA,NA,NA,NA",0,0,0,0,1,0,"Enviei a(s) criança(s) para um(a) amigo(a) ou alguém da minha família cuidar.,NA,NA,NA,NA,NA",0,0,1,0,0,0,0,0
"45","R45","Escolha de programa de pós-graduação,Única oferta de emprego que tive,NA,NA,NA,NA,NA",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Companheiro(a)/outra pessoa significativa mudou-se comigo,com efeitos negativos mínimos sobre relação,Companheiro(a)/outra pessoa não se mudou,mas o relacionamento permaneceu intacto,Companheiro(a)/outra pessoa significativa se mudou comigo,mas com problemas significativos na carreira do cônjuge/outra pessoa significativa,NA,NA",1,0,1,0,1,0,0,0,0,0,"Com minha/meu companheira/o,NA",0,1,0,0,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,NA,NA,NA",0,0,0,0,0,1,0,"Mestrado na área de ecologia,Doutorado na área de ecologia,NA,NA",0,1,0,1,0,0,0,0,0,"Não há distinção entre contratação e promoção de homens e mulheres,NA,NA,NA,NA",0,0,0,0,1,0,0,"Quantidade de trabalho,sendo necessária assistência,Companhia,Alternativa para proporcionar experiência educacional,NA,NA",1,0,1,1,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"46","R46","Morei fora do Brasil por um ano como parte do meu doutorado.,NA,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Não se aplica,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,1,"Com amiga/o(s) ou colega/o(s),NA",0,0,0,0,1,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,NA,NA,NA",0,0,0,0,0,1,0,"TCC na área de ecologia,Mestrado na área de ecologia,Doutorado na área de ecologia,NA",1,0,0,0,0,0,0,0,0,"Homens são facilmente contratados e/ou promovidos,Na verdade,na pós-graduação ainda tenho mais colegas homens que mulheres. Então,tenho mais exemplos de homens que continuam na carreira,do que mulheres.",1,0,0,0,0,0,0,"Quantidade de trabalho,sendo necessária assistência,NA,NA,NA,NA",1,0,0,0,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"47","R47","Melhor qualidade de vida,NA,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Não se aplica,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,1,"Com minha/meu companheira/o,Com minha(s)/meu(s) filha(s)/filho(s)",0,1,1,0,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,São feitas por uma ajuda paga,NA,NA",0,0,0,0,1,1,0,"Nenhuma das anteriores,mas faço pesquisa na área de ecologia,NA,NA,NA",0,0,0,0,0,0,1,0,0,"Não há distinção entre contratação e promoção de homens e mulheres,NA,NA,NA,NA",0,0,0,0,1,0,0,"Preocupações com a segurança pessoal,NA,NA,NA,NA",0,1,0,0,0,0,"Contratei alguém para cuidar da(s) criança(s) em casa ou em outro lugar que não seja o campo,NA,NA,NA,NA,NA",0,1,0,0,0,0,0,0
"48","R48","Aumento significativo no meu cargo e/ou salário,Maior prestígio do trabalho,Melhor qualidade de vida,NA,NA,NA,NA",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Não se aplica,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,1,"Sozinho(a),NA",1,0,0,0,0,0,0,"São feitas por mim,NA,NA,NA",1,0,0,0,0,0,0,"Nenhuma das anteriores,mas faço pesquisa na área de ecologia,Nenhuma das anteriores,mas possuo emprego não acadêmico na área de ecologia,NA,NA",0,0,0,0,0,0,1,1,0,"Homens são facilmente contratados e/ou promovidos,NA,NA,NA,NA",1,0,0,0,0,0,0,"Não se aplica,NA,NA,NA,NA",0,0,0,0,0,1,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"49","R49","Não se aplica,NA,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Não se aplica,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,1,"Com minha/meu companheira/o,NA",0,1,0,0,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,São feitas por uma ajuda paga,NA,NA",0,0,0,0,1,1,0,"Mestrado na área de ecologia,Doutorado na área de ecologia,NA,NA",0,1,0,1,0,0,0,0,0,"Não há distinção entre contratação e promoção de homens e mulheres,NA,NA,NA,NA",0,0,0,0,1,0,0,"Quantidade de trabalho,sendo necessária assistência,Alternativa para proporcionar experiência educacional,NA,NA,NA",1,0,0,1,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"50","R50","Mudança de companheiro(a)/outra pessoa significativa,NA,NA,NA,NA,NA,NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não se aplica,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,1,"Com minha/meu companheira/o,NA",0,1,0,0,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,NA,NA,NA",0,0,0,0,0,1,0,"Mestrado na área de ecologia,Doutorado na área de ecologia,NA,NA",0,1,0,1,0,0,0,0,0,"Homens são facilmente contratados e/ou promovidos,NA,NA,NA,NA",1,0,0,0,0,0,0,"Quantidade de trabalho,sendo necessária assistência,Alternativa para proporcionar experiência educacional,NA,NA,NA",1,0,0,1,0,0,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
"51","R51","Escolha de programa de pós-graduação,NA,NA,NA,NA,NA,NA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sem companheiro e sem filhos,NA,NA,NA,NA",0,0,0,0,0,0,0,0,0,1,"Com minha família de origem/parentes (mãe,pai,irmã/o,tia/o,prima/o,etc),NA",0,0,0,1,0,0,0,"São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis,NA,NA,NA",0,0,0,0,0,1,0,"Mestrado na área de ecologia,NA,NA,NA",0,1,0,0,0,0,0,0,0,"Não há distinção entre contratação e promoção de homens e mulheres,NA,NA,NA,NA",0,0,0,0,1,0,0,"Não se aplica,NA,NA,NA,NA",0,0,0,0,0,1,"Não tenho filhos,NA,NA,NA,NA,NA",0,0,0,0,0,0,0,1
