"","COD_ID","Q4_PS","Q5_PS","Q6_PS","Q7_PS","Q8_PS","Q9_PS","Q10_PS","Q11_PS","Q12_PS","Q7_Q10_PS","Q8_Q11_PS","Q9_Q12_PS","Q13_DC","Q14_DC","Q15_DC","Q16_DC","Q17_DC","Q18_EI","Q19_EI","Q20_EI","Q21_EI","Q22_EI","Q23_EI","Q24_EI","Q25_EI","Q26_WE","Q27_WE","Q28_WE","Q29_WE","Q30_WE","Q31_WE","Q32_WE","Q33_WE","Q34_GP","Q35_AP","Q36_GP","Q37_GP","Q38_AGE_GP","Q38_RACE_GP","Q38_sOCIO_GP","Q38_GEO_GP","Q38_FAM_GP","Q38_TEAC_GP","Q38_ADM_GP","Q38_JOB_GP","Q38_FUND_GP","Q38_RESOURCE_GP","Q38_GENDER_GP","Q39_GP","Q40_P","Q41_P","Q42_P","Q43_P","Q44_P","Q45_S","Q46_S","GENDER_CAT","ACD_OCC","C_STAGE_CAT"
"222","R323","Homem cisgênero","White","30-39","Brasil","São Paulo","São Jose do Rio Preto","Brasil","Bahia","Ilhéus",TRUE,FALSE,FALSE,"Yes","Não se aplica","Não se aplica","Com minha/meu companheira/o","São feitas por uma ajuda paga, São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) adjunta","1 a 3 anos",">10 minimum salary","Public university","No","NA","Indifferent","Women","Não há distinção entre contratação e promoção de homens e mulheres","Há mais homens que mulheres em meu departamento","Yes","Não se aplica","No","NA","Women","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal","Não impactou","Não impactou","Não impactou","Não impactou","Não impactou","Impedimento","Impedimento","Não impactou","Impedimento","Impedimento","Não impactou","4-7.9","No","NA","No","Yes","Não se aplica","Sucessfull","Yes","Men","Professor","Junior"
"223","R324","Homem cisgênero","White","50-59","Brasil","Rio De Janeiro","Rio de Janeiro","Brasil","Bahia","Salvador",TRUE,FALSE,FALSE,"Yes","Não se aplica","Não se aplica","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por uma ajuda paga","Ciências Biológicas","Nenhuma das anteriores, mas faço pesquisa na área de ecologia","Professor(a) titular","6 a 9 anos",">10 minimum salary","Public university","No","NA","Indifferent","Both","Não há distinção entre contratação e promoção de homens e mulheres","Há mais homens que mulheres em meu departamento, Não há distinção entre homens e mulheres para cargos de coordenação","No","Não passei por nenhuma das situações descritas nas opções anteriores.","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Alternativa para proporcionar experiência educacional","Acelerador","Não impactou","Não impactou","Acelerador","Neutro","Acelerador","Impedimento","Não impactou","Não impactou","Não impactou","Não impactou",">10","Yes","1","Yes","No","Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Sucessfull","Yes","Men","Professor","Senior"
"224","R325","Mulher cisgênera","White","30-39","Brasil","Pará","Belém","Brasil","Minas Gerais","Viçosa",TRUE,FALSE,FALSE,"Yes","Escolha de programa de pós-graduação","Não se aplica","Com minha/meu companheira/o","São feitas por mim","Ciências Biológicas","TCC na área de ecologia, Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","2-3 minimum salary","Public university","No","NA","Indifferent","Women","Não se aplica","Há mais homens que mulheres em meu departamento","Yes","Não passei por nenhuma das situações descritas nas opções anteriores.","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência","Neutro","Neutro","Neutro","Neutro","Impedimento","Neutro","Neutro","Impedimento","Impedimento","Neutro","Neutro","<1","No","NA","Yes","Yes","Não se aplica","Sucessfull","Yes","Women","Master_PhD_Candidate","Junior"
"225","R326","Homem cisgênero","Not identify","40-49","Brasil","Paraná","Curitiba","EUA","Na","Newport",FALSE,FALSE,FALSE,"No","Escolha de programa de pós-graduação, Maior ênfase na pesquisa, Maior prestígio do trabalho, Melhor qualidade de vida, Única oferta de emprego que tive","Companheiro(a)/outra pessoa significativa mudou-se comigo, com efeitos negativos mínimos sobre relação","Com minha/meu companheira/o","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","TCC na área de ecologia, Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) assistente","1 a 3 anos",">5 minimum salary","Public university","No","NA","Indifferent","Women","Não há distinção entre contratação e promoção de homens e mulheres","Não há distinção entre proporção de homens e mulheres, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Não se aplica","Yes","A situação não foi exposta.","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência","Acelerador","Neutro","Impedimento","Neutro","Impedimento","Grande impedimento","Grande impedimento","Neutro","Grande impedimento","Impedimento","Não impactou","8-9.9","No","NA","No","Yes","Não se aplica","Sucessfull","Yes","Men","Professor","Senior"
"226","R327","Mulher cisgênera","White","40-49","Brasil","Rio De Janeiro","Rio de Janeiro","Brasil","Rio De Janeiro","Rio de Janeiro",TRUE,TRUE,TRUE,"Yes","Não se aplica","Não se aplica","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por uma ajuda paga, São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) assistente","Mais que 10 anos",">5 minimum salary","Public university","No","NA","Primordially female","Both","Mulheres não são facilmente contratadas e/ou promovidas","Homens são facilmente selecionados para cargos de coordenação","Yes","Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita.","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Preocupações com a segurança pessoal, Alternativa para proporcionar experiência educacional","Acelerador","Grande Acelerador","Grande Acelerador","Grande Acelerador","Impedimento","Neutro","Impedimento","Impedimento","Impedimento","Grande impedimento","Neutro","8-9.9","Yes","1","Yes","Yes","Trouxe ou contratei alguém para cuidar da(s) criança(s) no campo, Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Sucessfull","Yes","Women","Professor","Senior"
"227","R329","Mulher cisgênera","White","50-59","Brasil","Rio Grande Do Sul","Erechim/ RS","Brasil","Paraíba","Campina Grande",TRUE,FALSE,FALSE,"Yes","Não se aplica","Não se aplica","Com minha família de origem/parentes (mãe, pai, irmã/o, tia/o, prima/o, etc)","São feitas por uma ajuda paga","Ciências Biológicas","TCC na área de ecologia, Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) associada","1 a 3 anos",">10 minimum salary","Public university","Yes","Consultoria, voltada para pesquisa com bolsas da FAPESQ","Indifferent","Men","Homens não são facilmente contratados e/ou promovidos","Há mais mulheres que homens no meu departamento, Mulheres são facilmente selecionadas para cargos de coordenação","No","Você já sentiu que o seu gênero foi decisivo ao não ser chamada para algum trabalho de campo., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","Yes","A situação não foi exposta., O assediador era meu chefe/orientador.","Men","The person didnt affect  my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência","Não impactou","Não impactou","Impedimento","Impedimento","Grande impedimento","Grande Acelerador","Impedimento","Grande impedimento","Grande impedimento","Grande impedimento","Não impactou","4-7.9","No","NA","No","Yes","Não se aplica","Sucessfull","Yes","Women","Professor","Senior"
"228","R330","Homem cisgênero","Mixed","40-49","Brasil","Paraná","Curitiba","Brasil","Paraíba","João Pessoa",TRUE,FALSE,FALSE,"Yes","Não se aplica","Companheiro(a)/outra pessoa não se mudou, mas o relacionamento permaneceu intacto, Companheiro(a)/outra pessoa significativa não se mudou comigo e o relacionamento sofreu efeitos adversos","Com amiga/o(s) ou colega/o(s)","São feitas por uma ajuda paga, São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Mestrado em área correlata, com dissertação voltada a área de ecologia (concluído ou em andamento), Doutorado em área correlata, com tese voltada a área de ecologia (concluído ou em andamento)","Professor(a) adjunta","Mais que 10 anos",">10 minimum salary","Public university","Yes","Rendimentos de participação em empresas e outros investimentos","Indifferent","Both","Não há distinção entre contratação e promoção de homens e mulheres","Há mais homens que mulheres em meu departamento, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Algum homem já levou o crédito pelo trabalho feito por você.","No","NA","Men","The person made a small contribution to my success","Melhor renda em outro lugar, Trabalhos mais interessantes em outros campos, Falta apoio financeiro (Concursos e/ou editais de pós-doutorado), Perdi o interesse pela pesquisa, Priorizou estar perto da família","Quantidade de trabalho, sendo necessária assistência, Alternativa para proporcionar experiência educacional","Neutro","Neutro","Neutro","Neutro","Impedimento","Grande impedimento","Grande impedimento","Grande impedimento","Grande impedimento","Grande impedimento","Neutro","4-7.9","No","NA","No","Yes","Não se aplica","Very sucessfull","Yes","Men","Professor","Senior"
"229","R331","Homem cisgênero","White","> 60","Brasil","São Paulo","Campinas","Brasil","São Paulo","Piracicaba",TRUE,TRUE,FALSE,"No","Não se aplica","Companheiro(a)/outra pessoa significativa mudou-se comigo, com efeitos negativos mínimos sobre relação, Filhos mudaram, com nenhum ou mínimos efeitos negativos","Com minha/meu companheira/o","São feitas por uma ajuda paga","Ciências Biológicas","Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) associada","Mais que 10 anos",">10 minimum salary","Public university","No","NA","Indifferent","Both","Não há distinção entre contratação e promoção de homens e mulheres","Há mais homens que mulheres em meu departamento","Yes","Não se aplica","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Alternativa para proporcionar experiência educacional","Neutro","Neutro","Neutro","Neutro","Neutro","Acelerador","Impedimento","Neutro","Impedimento","Impedimento","Neutro",">10","Yes","3","No","Yes","Contratei alguém para cuidar da(s) criança(s) em casa ou em outro lugar que não seja o campo, Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Very sucessfull","Yes","Men","Professor","Senior"
"230","R332","Mulher cisgênera","White","40-49","Brasil","Rio Grande Do Sul","Tapera","Brasil","Rio Grande Do Sul","Porto Alegre",TRUE,TRUE,FALSE,"Yes","Não se aplica","Não se aplica","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por mim, São feitas pelo cônjuge/outra pessoa significativa","Ciências Biológicas","Mestrado em área correlata, com dissertação voltada a área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) titular","Menos de 1 ano",">10 minimum salary","Public university","No","NA","Indifferent","Both","Não há distinção entre contratação e promoção de homens e mulheres","Há mais homens que mulheres em meu departamento, Mulheres são facilmente selecionadas para cargos de coordenação","Yes","Algum homem já levou o crédito pelo trabalho feito por você., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já sofreu alguma discriminação por estar grávida ou por ser mulher e poder engravidar.","Yes","O assediador era meu chefe/orientador.","Men","The person didnt affect  my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Companhia","Neutro","Neutro","Neutro","Acelerador","Impedimento","Impedimento","Impedimento","Neutro","Impedimento","Grande impedimento","Neutro","4-7.9","Yes","2","No","Yes","Companheiro(a) ou cônjuge cuida da(s) criança(s) no campo, Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Sucessfull","Yes","Women","Professor","Senior"
"231","R333","Homem cisgênero","White","50-59","Brasil","São Paulo","São Paulo","Brasil","Rio Grande Do Sul","Porto Alegre",TRUE,FALSE,FALSE,"Yes","Não se aplica","Não se aplica","Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por mim","Ciências Biológicas","TCC na área de ecologia, Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) titular","1 a 3 anos",">10 minimum salary","Public university","No","NA","Indifferent","Both","Não há distinção entre contratação e promoção de homens e mulheres","Há mais homens que mulheres em meu departamento, Não há distinção entre homens e mulheres para cargos de coordenação","No","Não passei por nenhuma das situações descritas nas opções anteriores.","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal","Acelerador","Neutro","Neutro","Neutro","Neutro","Neutro","Impedimento","Neutro","Neutro","Impedimento","Neutro","4-7.9","Yes","1","No","Yes","Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Sucessfull","Yes","Men","Professor","Senior"
